cruise,datetime,latitude,longitude,depth_m,Orgpicopro_cells_per_ml,Redpicoeuk_cells_per_ml,volume_analyzed_ml,filename
EN668,2021-07-16T15:51:41+00:00,41.2828,-71.2534,5,90482.5,55485,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(1).fcs
EN668,2021-07-16T15:54:02+00:00,41.2812,-71.2465,5,92707.5,56190,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(2).fcs
EN668,2021-07-16T15:56:23+00:00,41.2797,-71.2396,5,88132.5,55885,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(3).fcs
EN668,2021-07-16T15:58:44+00:00,41.2773,-71.2291,5,87105,55725,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(4).fcs
EN668,2021-07-16T16:01:06+00:00,41.2757,-71.2221,5,86290,54460,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(5).fcs
EN668,2021-07-16T16:03:27+00:00,41.2741,-71.2151,5,87425,55165,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(6).fcs
EN668,2021-07-16T16:05:48+00:00,41.2717,-71.2046,5,88410,56842.5,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(7).fcs
EN668,2021-07-16T16:08:09+00:00,41.2701,-71.1976,5,92422.5,57610,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(8).fcs
EN668,2021-07-16T16:10:31+00:00,41.2678,-71.1871,5,98647.5,56702.5,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(9).fcs
EN668,2021-07-16T16:12:53+00:00,41.2663,-71.18,5,105552.5,59610,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(10).fcs
EN668,2021-07-16T16:15:13+00:00,41.2648,-71.1728,5,111900,67352.5,0.4,NESLTER_EN668_16Jul2021a(1)_Group_day0_Sample(11).fcs
EN668,2021-07-16T16:35:51+00:00,41.249,-71.0974,5,103892.5,57000,0.4,NESLTER_EN668_16Jul2021a(2)_Group_day0_Sample(1).fcs
EN668,2021-07-16T16:48:46+00:00,41.2392,-71.05,5,93215,41435,0.4,NESLTER_EN668_16Jul2021a(3)_Group_day0_Sample(1).fcs
EN668,2021-07-16T16:51:07+00:00,41.2376,-71.0426,5,94122.5,42522.5,0.4,NESLTER_EN668_16Jul2021a(3)_Group_day0_Sample(2).fcs
EN668,2021-07-16T16:53:28+00:00,41.2361,-71.0352,5,95092.5,41522.5,0.4,NESLTER_EN668_16Jul2021a(3)_Group_day0_Sample(3).fcs
EN668,2021-07-16T16:57:33+00:00,41.2323,-71.0165,5,92232.5,44242.5,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(1).fcs
EN668,2021-07-16T16:59:53+00:00,41.2307,-71.0092,5,78695,47717.5,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(2).fcs
EN668,2021-07-16T17:02:15+00:00,41.2293,-71.0017,5,72755,48450,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(3).fcs
EN668,2021-07-16T17:04:36+00:00,41.2271,-70.9907,5,72875,49670,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(4).fcs
EN668,2021-07-16T17:06:58+00:00,41.2257,-70.9835,5,74197.5,50752.5,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(5).fcs
EN668,2021-07-16T17:09:19+00:00,41.2243,-70.9762,5,79167.5,52222.5,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(6).fcs
EN668,2021-07-16T17:11:40+00:00,41.2222,-70.9654,5,96065,53025,0.4,NESLTER_EN668_16Jul2021a(4)_Group_day0_Sample(7).fcs
EN668,2021-07-16T17:19:02+00:00,41.217,-70.9402,5,111970,55422.5,0.4,NESLTER_EN668_16Jul2021a(5)_Group_day0_Sample(1).fcs
EN668,2021-07-16T17:23:14+00:00,41.2136,-70.9259,5,114012.5,57997.5,0.4,NESLTER_EN668_16Jul2021a(5)_Group_day0_Sample(2).fcs
EN668,2021-07-16T17:25:33+00:00,41.2104,-70.9155,5,97860,56640,0.4,NESLTER_EN668_16Jul2021a(5)_Group_day0_Sample(3).fcs
EN668,2021-07-16T17:28:04+00:00,41.2081,-70.9087,5,90120,54885,0.4,NESLTER_EN668_16Jul2021a(5)_Group_day0_Sample(4).fcs
EN668,2021-07-16T17:33:36+00:00,41.2022,-70.8877,5,84872.5,48097.5,0.4,NESLTER_EN668_16Jul2021a(5)_Group_day0_Sample(5).fcs
EN668,2021-07-16T17:38:34+00:00,41.2034,-70.8787,5,76610,39887.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(1).fcs
EN668,2021-07-16T17:40:55+00:00,41.2035,-70.8804,5,75747.5,41305,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(2).fcs
EN668,2021-07-16T17:43:17+00:00,41.2025,-70.8818,5,76855,42245,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(3).fcs
EN668,2021-07-16T17:45:38+00:00,41.2012,-70.8842,5,79765,43150,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(4).fcs
EN668,2021-07-16T17:47:59+00:00,41.2,-70.8847,5,85950,43332.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(5).fcs
EN668,2021-07-16T17:50:21+00:00,41.1987,-70.8853,5,87140,43902.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(6).fcs
EN668,2021-07-16T17:52:42+00:00,41.1976,-70.886,5,88862.5,44520,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(7).fcs
EN668,2021-07-16T17:55:03+00:00,41.1972,-70.886,5,88530,46050,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(8).fcs
EN668,2021-07-16T17:57:24+00:00,41.1971,-70.886,5,89747.5,45847.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(9).fcs
EN668,2021-07-16T17:59:46+00:00,41.1969,-70.8858,5,89062.5,46042.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(10).fcs
EN668,2021-07-16T18:02:07+00:00,41.1968,-70.8856,5,89660,46307.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(11).fcs
EN668,2021-07-16T18:04:29+00:00,41.1967,-70.8855,5,89805,46490,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(12).fcs
EN668,2021-07-16T18:06:50+00:00,41.1965,-70.8852,5,90217.5,46777.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(13).fcs
EN668,2021-07-16T18:09:11+00:00,41.1965,-70.885,5,90192.5,46207.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(14).fcs
EN668,2021-07-16T18:11:33+00:00,41.1963,-70.8845,5,90325,46747.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(15).fcs
EN668,2021-07-16T18:13:54+00:00,41.196,-70.8842,5,88952.5,45955,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(16).fcs
EN668,2021-07-16T18:16:16+00:00,41.1957,-70.884,5,89325,46905,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(17).fcs
EN668,2021-07-16T18:18:37+00:00,41.1952,-70.8836,5,89160,45762.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(18).fcs
EN668,2021-07-16T18:20:59+00:00,41.1949,-70.8833,5,89907.5,46452.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(19).fcs
EN668,2021-07-16T18:23:19+00:00,41.1945,-70.883,5,88857.5,46117.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(20).fcs
EN668,2021-07-16T18:25:41+00:00,41.194,-70.8826,5,89712.5,46390,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(21).fcs
EN668,2021-07-16T18:28:02+00:00,41.1937,-70.8822,5,89870,46415,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(22).fcs
EN668,2021-07-16T18:30:24+00:00,41.1934,-70.8818,5,89155,45820,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(23).fcs
EN668,2021-07-16T18:32:45+00:00,41.1929,-70.8815,5,88915,45790,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(24).fcs
EN668,2021-07-16T18:35:07+00:00,41.1926,-70.8812,5,88517.5,46625,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(25).fcs
EN668,2021-07-16T18:37:28+00:00,41.1923,-70.8808,5,88352.5,46392.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(26).fcs
EN668,2021-07-16T18:39:49+00:00,41.1918,-70.8804,5,88842.5,47117.5,0.4,NESLTER_EN668_16Jul2021a(6)_Group_day0_Sample(27).fcs
EN668,2021-07-16T18:47:24+00:00,41.1893,-70.8793,5,83292.5,43190,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(1).fcs
EN668,2021-07-16T18:49:45+00:00,41.188,-70.8788,5,84135,44525,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(2).fcs
EN668,2021-07-16T18:52:06+00:00,41.1872,-70.8786,5,86462.5,44227.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(3).fcs
EN668,2021-07-16T18:54:28+00:00,41.1862,-70.8783,5,85770,44467.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(4).fcs
EN668,2021-07-16T18:56:49+00:00,41.1851,-70.8777,5,86585,44390,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(5).fcs
EN668,2021-07-16T18:59:10+00:00,41.1846,-70.8774,5,87172.5,44437.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(6).fcs
EN668,2021-07-16T19:01:32+00:00,41.1842,-70.8768,5,87702.5,45075,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(7).fcs
EN668,2021-07-16T19:03:53+00:00,41.1838,-70.8764,5,87050,45092.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(8).fcs
EN668,2021-07-16T19:06:15+00:00,41.1836,-70.876,5,87825,44980,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(9).fcs
EN668,2021-07-16T19:08:36+00:00,41.1831,-70.8753,5,88317.5,45540,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(10).fcs
EN668,2021-07-16T19:10:57+00:00,41.1829,-70.8749,5,87757.5,45445,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(11).fcs
EN668,2021-07-16T19:13:18+00:00,41.1826,-70.8744,5,88512.5,45555,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(12).fcs
EN668,2021-07-16T19:15:40+00:00,41.1822,-70.8737,5,88420,45760,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(13).fcs
EN668,2021-07-16T19:18:01+00:00,41.1821,-70.8731,5,88762.5,45262.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(14).fcs
EN668,2021-07-16T19:20:22+00:00,41.1815,-70.8726,5,89047.5,46002.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(15).fcs
EN668,2021-07-16T19:22:44+00:00,41.1802,-70.8721,5,90272.5,45862.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(16).fcs
EN668,2021-07-16T19:25:05+00:00,41.1792,-70.8717,5,89600,46580,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(17).fcs
EN668,2021-07-16T19:27:26+00:00,41.1784,-70.8712,5,90077.5,46577.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(18).fcs
EN668,2021-07-16T19:29:48+00:00,41.1771,-70.8707,5,89932.5,46675,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(19).fcs
EN668,2021-07-16T19:32:09+00:00,41.1761,-70.8708,5,90445,46217.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(20).fcs
EN668,2021-07-16T19:34:30+00:00,41.1748,-70.8713,5,90165,46567.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(21).fcs
EN668,2021-07-16T19:36:52+00:00,41.174,-70.872,5,89600,46640,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(22).fcs
EN668,2021-07-16T19:39:13+00:00,41.1732,-70.8727,5,89777.5,47790,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(23).fcs
EN668,2021-07-16T19:41:34+00:00,41.1721,-70.8739,5,90370,48662.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(24).fcs
EN668,2021-07-16T19:43:56+00:00,41.1715,-70.8748,5,91510,49120,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(25).fcs
EN668,2021-07-16T19:46:17+00:00,41.1707,-70.8757,5,93615,48165,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(26).fcs
EN668,2021-07-16T19:48:38+00:00,41.1689,-70.8777,5,97930,49022.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(27).fcs
EN668,2021-07-16T19:51:00+00:00,41.1671,-70.8787,5,99705,49472.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(28).fcs
EN668,2021-07-16T19:53:21+00:00,41.1652,-70.8797,5,102467.5,50285,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(29).fcs
EN668,2021-07-16T19:55:42+00:00,41.1624,-70.8812,5,103800,50440,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(30).fcs
EN668,2021-07-16T19:58:04+00:00,41.1606,-70.8823,5,103837.5,50657.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(31).fcs
EN668,2021-07-16T20:00:25+00:00,41.1585,-70.8836,5,104775,51882.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(32).fcs
EN668,2021-07-16T20:02:47+00:00,41.155,-70.8854,5,107215,51840,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(33).fcs
EN668,2021-07-16T20:05:08+00:00,41.1525,-70.8865,5,106895,52300,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(34).fcs
EN668,2021-07-16T20:07:29+00:00,41.15,-70.8874,5,108272.5,52882.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(35).fcs
EN668,2021-07-16T20:09:51+00:00,41.1462,-70.8888,5,107082.5,52565,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(36).fcs
EN668,2021-07-16T20:12:12+00:00,41.1434,-70.889,5,108132.5,52305,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(37).fcs
EN668,2021-07-16T20:14:33+00:00,41.1393,-70.889,5,108045,52772.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(38).fcs
EN668,2021-07-16T20:16:55+00:00,41.1365,-70.8886,5,108235,52375,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(39).fcs
EN668,2021-07-16T20:19:16+00:00,41.1337,-70.888,5,107630,51732.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(40).fcs
EN668,2021-07-16T20:21:37+00:00,41.1295,-70.8875,5,106767.5,52010,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(41).fcs
EN668,2021-07-16T20:23:59+00:00,41.1267,-70.8868,5,103400,51462.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(42).fcs
EN668,2021-07-16T20:26:20+00:00,41.1239,-70.8863,5,102020,49955,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(43).fcs
EN668,2021-07-16T20:28:41+00:00,41.1198,-70.886,5,96665,48497.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(44).fcs
EN668,2021-07-16T20:31:03+00:00,41.1171,-70.8855,5,96040,48410,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(45).fcs
EN668,2021-07-16T20:33:24+00:00,41.1144,-70.8851,5,94035,46157.5,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(46).fcs
EN668,2021-07-16T20:35:45+00:00,41.1104,-70.8847,5,97532.5,43355,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(47).fcs
EN668,2021-07-16T20:38:07+00:00,41.1077,-70.8844,5,99525,41860,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(48).fcs
EN668,2021-07-16T20:40:28+00:00,41.105,-70.8842,5,105782.5,39485,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(49).fcs
EN668,2021-07-16T20:42:49+00:00,41.1009,-70.884,5,106787.5,38400,0.4,NESLTER_EN668_16Jul2021a(7)_Group_day0_Sample(50).fcs
EN668,2021-07-16T20:45:21+00:00,41.0982,-70.8837,5,106507.5,37492.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(1).fcs
EN668,2021-07-16T20:47:44+00:00,41.0942,-70.8836,5,106060,37422.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(2).fcs
EN668,2021-07-16T20:50:04+00:00,41.0915,-70.8832,5,108790,37237.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(3).fcs
EN668,2021-07-16T20:52:25+00:00,41.0888,-70.8832,5,112575,36640,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(4).fcs
EN668,2021-07-16T20:54:48+00:00,41.0849,-70.8828,5,114577.5,34862.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(5).fcs
EN668,2021-07-16T20:57:08+00:00,41.0822,-70.8828,5,114762.5,34075,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(6).fcs
EN668,2021-07-16T20:59:29+00:00,41.0796,-70.8828,5,114950,34842.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(7).fcs
EN668,2021-07-16T21:01:51+00:00,41.0755,-70.8827,5,115117.5,33657.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(8).fcs
EN668,2021-07-16T21:04:12+00:00,41.0728,-70.8828,5,114307.5,33065,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(9).fcs
EN668,2021-07-16T21:06:33+00:00,41.0687,-70.8828,5,112075,30607.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(10).fcs
EN668,2021-07-16T21:08:55+00:00,41.066,-70.8829,5,110200,29962.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(11).fcs
EN668,2021-07-16T21:11:16+00:00,41.0633,-70.8828,5,108885,29230,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(12).fcs
EN668,2021-07-16T21:13:37+00:00,41.0593,-70.8829,5,107717.5,28457.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(13).fcs
EN668,2021-07-16T21:15:59+00:00,41.0567,-70.8829,5,106160,27527.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(14).fcs
EN668,2021-07-16T21:18:20+00:00,41.054,-70.8828,5,105842.5,27172.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(15).fcs
EN668,2021-07-16T21:20:42+00:00,41.0501,-70.8829,5,107185,26465,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(16).fcs
EN668,2021-07-16T21:23:03+00:00,41.0474,-70.8829,5,106242.5,25597.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(17).fcs
EN668,2021-07-16T21:25:24+00:00,41.0447,-70.8828,5,105957.5,26047.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(18).fcs
EN668,2021-07-16T21:27:45+00:00,41.0407,-70.883,5,106130,25412.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(19).fcs
EN668,2021-07-16T21:30:07+00:00,41.0381,-70.883,5,105922.5,25147.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(20).fcs
EN668,2021-07-16T21:32:28+00:00,41.0354,-70.8831,5,105095,24822.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(21).fcs
EN668,2021-07-16T21:34:49+00:00,41.0314,-70.8831,5,105925,24537.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(22).fcs
EN668,2021-07-16T21:37:11+00:00,41.0287,-70.8831,5,105335,24377.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(23).fcs
EN668,2021-07-16T21:39:32+00:00,41.0247,-70.8835,5,105860,23330,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(24).fcs
EN668,2021-07-16T21:41:54+00:00,41.022,-70.8834,5,105357.5,23157.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(25).fcs
EN668,2021-07-16T21:44:15+00:00,41.0193,-70.8834,5,104627.5,23155,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(26).fcs
EN668,2021-07-16T21:46:36+00:00,41.0152,-70.8837,5,104392.5,23090,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(27).fcs
EN668,2021-07-16T21:48:58+00:00,41.0125,-70.8836,5,101570,22990,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(28).fcs
EN668,2021-07-16T21:51:19+00:00,41.0098,-70.8837,5,102620,22225,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(29).fcs
EN668,2021-07-16T21:53:40+00:00,41.0058,-70.8838,5,100920,21625,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(30).fcs
EN668,2021-07-16T21:56:02+00:00,41.003,-70.8835,5,98642.5,21177.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(31).fcs
EN668,2021-07-16T21:58:23+00:00,41.0003,-70.8835,5,96537.5,21765,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(32).fcs
EN668,2021-07-16T22:00:44+00:00,40.9963,-70.8832,5,98247.5,21667.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(33).fcs
EN668,2021-07-16T22:03:06+00:00,40.9936,-70.883,5,96700,21035,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(34).fcs
EN668,2021-07-16T22:05:27+00:00,40.991,-70.8831,5,96780,20597.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(35).fcs
EN668,2021-07-16T22:07:48+00:00,40.987,-70.8827,5,97397.5,20610,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(36).fcs
EN668,2021-07-16T22:10:10+00:00,40.9844,-70.8826,5,97027.5,20690,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(37).fcs
EN668,2021-07-16T22:12:31+00:00,40.9804,-70.8825,5,97337.5,19855,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(38).fcs
EN668,2021-07-16T22:14:53+00:00,40.9777,-70.8822,5,97960,19895,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(39).fcs
EN668,2021-07-16T22:17:14+00:00,40.975,-70.8822,5,95787.5,20315,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(40).fcs
EN668,2021-07-16T22:19:35+00:00,40.971,-70.8822,5,95837.5,19995,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(41).fcs
EN668,2021-07-16T22:21:57+00:00,40.9683,-70.8819,5,95955,19860,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(42).fcs
EN668,2021-07-16T22:24:18+00:00,40.9656,-70.8819,5,97152.5,19375,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(43).fcs
EN668,2021-07-16T22:26:39+00:00,40.9615,-70.8818,5,94660,19887.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(44).fcs
EN668,2021-07-16T22:29:00+00:00,40.9588,-70.8818,5,95855,19077.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(45).fcs
EN668,2021-07-16T22:31:22+00:00,40.9561,-70.882,5,95915,19440,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(46).fcs
EN668,2021-07-16T22:33:44+00:00,40.952,-70.8819,5,95797.5,19102.5,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(47).fcs
EN668,2021-07-16T22:36:04+00:00,40.9493,-70.882,5,95465,18650,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(48).fcs
EN668,2021-07-16T22:38:26+00:00,40.9465,-70.8818,5,96995,18645,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(49).fcs
EN668,2021-07-16T22:40:47+00:00,40.9424,-70.8819,5,96800,18560,0.4,NESLTER_EN668_16Jul2021a(8)_Group_day0_Sample(50).fcs
EN668,2021-07-16T22:43:19+00:00,40.9396,-70.8818,5,97865,18705,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(1).fcs
EN668,2021-07-16T22:45:41+00:00,40.9354,-70.8817,5,97792.5,18397.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(2).fcs
EN668,2021-07-16T22:48:02+00:00,40.9325,-70.8818,5,98912.5,18245,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(3).fcs
EN668,2021-07-16T22:50:23+00:00,40.9297,-70.8818,5,99292.5,17917.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(4).fcs
EN668,2021-07-16T22:52:45+00:00,40.9255,-70.8818,5,98037.5,18287.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(5).fcs
EN668,2021-07-16T22:55:06+00:00,40.9226,-70.8819,5,95852.5,17755,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(6).fcs
EN668,2021-07-16T22:57:27+00:00,40.9198,-70.8821,5,95765,17932.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(7).fcs
EN668,2021-07-16T22:59:49+00:00,40.9156,-70.8823,5,96367.5,17887.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(8).fcs
EN668,2021-07-16T23:02:10+00:00,40.9128,-70.8824,5,95757.5,17275,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(9).fcs
EN668,2021-07-16T23:04:32+00:00,40.9085,-70.8826,5,94905,17290,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(10).fcs
EN668,2021-07-16T23:06:53+00:00,40.9057,-70.8825,5,95845,17232.5,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(11).fcs
EN668,2021-07-16T23:09:14+00:00,40.9029,-70.8825,5,96247.5,16845,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(12).fcs
EN668,2021-07-16T23:11:35+00:00,40.8985,-70.8827,5,95727.5,17545,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(13).fcs
EN668,2021-07-16T23:13:57+00:00,40.8956,-70.8825,5,95255,16865,0.4,NESLTER_EN668_16Jul2021a(9)_Group_day0_Sample(14).fcs
