cruise,datetime,latitude,longitude,depth_m,Orgpicopro_cells_per_ml,Redpicoeuk_cells_per_ml,volume_analyzed_ml,filename
EN668,2021-07-20T16:16:51+00:00,40.3642,-70.9769,5,3017.5,12527.5,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(38).fcs
EN668,2021-07-20T16:19:12+00:00,40.364,-70.9691,5,6297.5,13525,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(39).fcs
EN668,2021-07-20T16:21:33+00:00,40.364,-70.9574,5,28882.5,13907.5,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(40).fcs
EN668,2021-07-20T16:23:55+00:00,40.3639,-70.9497,5,30782.5,13065,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(41).fcs
EN668,2021-07-20T16:26:16+00:00,40.3638,-70.942,5,20075,10645,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(42).fcs
EN668,2021-07-20T16:28:37+00:00,40.3635,-70.9304,5,16252.5,9925,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(43).fcs
EN668,2021-07-20T16:30:59+00:00,40.3634,-70.9227,5,15050,9122.5,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(44).fcs
EN668,2021-07-20T16:33:20+00:00,40.3633,-70.915,5,15570,9692.5,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(45).fcs
EN668,2021-07-20T16:35:41+00:00,40.3631,-70.9033,5,17440,10515,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(46).fcs
EN668,2021-07-20T16:38:03+00:00,40.3615,-70.897,5,23115,13527.5,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(47).fcs
EN668,2021-07-20T16:40:24+00:00,40.3596,-70.8941,5,22675,13870,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(48).fcs
EN668,2021-07-20T16:42:45+00:00,40.3616,-70.8931,5,22450,13985,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(49).fcs
EN668,2021-07-20T16:45:07+00:00,40.3626,-70.893,5,21690,11567.5,0.4,NESLTER_EN668_20Jul2021a(1)_Group_day0_Sample(50).fcs
EN668,2021-07-20T16:47:39+00:00,40.3643,-70.8928,5,22112.5,11277.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(1).fcs
EN668,2021-07-20T16:50:00+00:00,40.3655,-70.8925,5,22220,11957.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(2).fcs
EN668,2021-07-20T16:52:21+00:00,40.3667,-70.892,5,22925,11815,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(3).fcs
EN668,2021-07-20T16:54:43+00:00,40.3684,-70.891,5,23962.5,12910,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(4).fcs
EN668,2021-07-20T16:57:04+00:00,40.3704,-70.8899,5,23560,12445,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(5).fcs
EN668,2021-07-20T16:59:25+00:00,40.3727,-70.8885,5,25572.5,14167.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(6).fcs
EN668,2021-07-20T17:01:47+00:00,40.376,-70.8862,5,24885,13600,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(7).fcs
EN668,2021-07-20T17:04:08+00:00,40.3783,-70.8848,5,23062.5,12325,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(8).fcs
EN668,2021-07-20T17:06:30+00:00,40.3808,-70.884,5,22515,12917.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(9).fcs
EN668,2021-07-20T17:08:51+00:00,40.385,-70.8833,5,21747.5,13097.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(10).fcs
EN668,2021-07-20T17:11:12+00:00,40.3878,-70.8831,5,22467.5,13465,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(11).fcs
EN668,2021-07-20T17:13:33+00:00,40.3921,-70.8826,5,22392.5,13592.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(12).fcs
EN668,2021-07-20T17:15:55+00:00,40.395,-70.8825,5,23830,14417.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(13).fcs
EN668,2021-07-20T17:18:16+00:00,40.3979,-70.8821,5,23567.5,14415,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(14).fcs
EN668,2021-07-20T17:20:37+00:00,40.4022,-70.8817,5,25610,15210,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(15).fcs
EN668,2021-07-20T17:22:59+00:00,40.405,-70.8816,5,29425,16700,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(16).fcs
EN668,2021-07-20T17:25:20+00:00,40.4077,-70.8813,5,31752.5,17905,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(17).fcs
EN668,2021-07-20T17:27:41+00:00,40.4117,-70.881,5,32275,17800,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(18).fcs
EN668,2021-07-20T17:30:03+00:00,40.4144,-70.8809,5,31587.5,18117.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(19).fcs
EN668,2021-07-20T17:32:24+00:00,40.417,-70.8807,5,31552.5,18325,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(20).fcs
EN668,2021-07-20T17:34:45+00:00,40.4212,-70.881,5,33115,18182.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(21).fcs
EN668,2021-07-20T17:37:07+00:00,40.4239,-70.8811,5,34455,18142.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(22).fcs
EN668,2021-07-20T17:39:28+00:00,40.4266,-70.881,5,35450,18067.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(23).fcs
EN668,2021-07-20T17:41:50+00:00,40.4307,-70.8812,5,36575,17560,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(24).fcs
EN668,2021-07-20T17:44:11+00:00,40.4335,-70.8812,5,34932.5,17717.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(25).fcs
EN668,2021-07-20T17:46:32+00:00,40.4378,-70.8814,5,33520,17725,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(26).fcs
EN668,2021-07-20T17:48:53+00:00,40.4406,-70.8815,5,30807.5,15862.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(27).fcs
EN668,2021-07-20T17:51:15+00:00,40.4434,-70.8815,5,26435,13695,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(28).fcs
EN668,2021-07-20T17:53:36+00:00,40.4476,-70.8814,5,22640,12370,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(29).fcs
EN668,2021-07-20T17:55:57+00:00,40.4504,-70.8814,5,23090,11962.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(30).fcs
EN668,2021-07-20T17:58:19+00:00,40.4532,-70.8813,5,22255,11865,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(31).fcs
EN668,2021-07-20T18:00:41+00:00,40.4575,-70.8813,5,20847.5,11370,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(32).fcs
EN668,2021-07-20T18:03:01+00:00,40.4603,-70.8811,5,18262.5,10637.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(33).fcs
EN668,2021-07-20T18:05:23+00:00,40.4631,-70.8811,5,16965,10010,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(34).fcs
EN668,2021-07-20T18:07:44+00:00,40.4675,-70.8809,5,18042.5,10137.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(35).fcs
EN668,2021-07-20T18:10:06+00:00,40.4704,-70.8807,5,18352.5,10382.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(36).fcs
EN668,2021-07-20T18:12:27+00:00,40.4733,-70.8806,5,19117.5,10142.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(37).fcs
EN668,2021-07-20T18:14:48+00:00,40.4773,-70.8803,5,18450,10177.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(38).fcs
EN668,2021-07-20T18:17:10+00:00,40.4798,-70.8801,5,19215,9955,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(39).fcs
EN668,2021-07-20T18:19:31+00:00,40.4837,-70.8796,5,17672.5,9482.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(40).fcs
EN668,2021-07-20T18:21:52+00:00,40.4863,-70.8796,5,15137.5,9012.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(41).fcs
EN668,2021-07-20T18:24:13+00:00,40.4888,-70.8793,5,12285,7755,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(42).fcs
EN668,2021-07-20T18:26:35+00:00,40.4923,-70.8798,5,12390,7875,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(43).fcs
EN668,2021-07-20T18:28:56+00:00,40.4942,-70.881,5,11967.5,7775,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(44).fcs
EN668,2021-07-20T18:31:17+00:00,40.4959,-70.8827,5,9725,6685,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(45).fcs
EN668,2021-07-20T18:33:39+00:00,40.4984,-70.8849,5,9857.5,7530,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(46).fcs
EN668,2021-07-20T18:36:00+00:00,40.5008,-70.8843,5,8985,7852.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(47).fcs
EN668,2021-07-20T18:38:21+00:00,40.5033,-70.8839,5,8252.5,7682.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(48).fcs
EN668,2021-07-20T18:40:43+00:00,40.507,-70.8834,5,7610,8365,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(49).fcs
EN668,2021-07-20T18:43:05+00:00,40.5095,-70.883,5,7145,8397.5,0.4,NESLTER_EN668_20Jul2021a(2)_Group_day0_Sample(50).fcs
EN668,2021-07-20T18:45:37+00:00,40.5131,-70.8827,5,6885,8277.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(1).fcs
EN668,2021-07-20T18:47:58+00:00,40.5155,-70.8825,5,6237.5,8342.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(2).fcs
EN668,2021-07-20T18:50:19+00:00,40.5179,-70.8821,5,5877.5,8197.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(3).fcs
EN668,2021-07-20T18:52:40+00:00,40.5216,-70.8818,5,5932.5,8330,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(4).fcs
EN668,2021-07-20T18:55:02+00:00,40.5241,-70.8816,5,5897.5,8317.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(5).fcs
EN668,2021-07-20T18:57:23+00:00,40.5267,-70.8813,5,5667.5,8615,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(6).fcs
EN668,2021-07-20T18:59:44+00:00,40.5308,-70.8811,5,5612.5,9190,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(7).fcs
EN668,2021-07-20T19:02:06+00:00,40.5335,-70.881,5,5715,8987.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(8).fcs
EN668,2021-07-20T19:04:27+00:00,40.5362,-70.8809,5,4617.5,8710,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(9).fcs
EN668,2021-07-20T19:06:48+00:00,40.5405,-70.8807,5,4655,8975,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(10).fcs
EN668,2021-07-20T19:09:10+00:00,40.5434,-70.8807,5,4547.5,8817.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(11).fcs
EN668,2021-07-20T19:11:31+00:00,40.5478,-70.8806,5,4797.5,8890,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(12).fcs
EN668,2021-07-20T19:13:52+00:00,40.5507,-70.8805,5,5075,8905,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(13).fcs
EN668,2021-07-20T19:16:14+00:00,40.5536,-70.8803,5,4720,9317.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(14).fcs
EN668,2021-07-20T19:18:35+00:00,40.558,-70.8797,5,4470,8835,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(15).fcs
EN668,2021-07-20T19:20:56+00:00,40.5607,-70.8803,5,4967.5,9257.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(16).fcs
EN668,2021-07-20T19:23:18+00:00,40.5634,-70.8811,5,4877.5,9140,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(17).fcs
EN668,2021-07-20T19:25:40+00:00,40.5674,-70.8827,5,5740,9562.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(18).fcs
EN668,2021-07-20T19:28:00+00:00,40.5698,-70.8839,5,5832.5,9225,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(19).fcs
EN668,2021-07-20T19:30:22+00:00,40.5723,-70.8854,5,5332.5,9487.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(20).fcs
EN668,2021-07-20T19:32:43+00:00,40.5759,-70.8876,5,5542.5,9427.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(21).fcs
EN668,2021-07-20T19:35:05+00:00,40.5786,-70.8879,5,5185,8920,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(22).fcs
EN668,2021-07-20T19:37:26+00:00,40.5815,-70.8871,5,5280,9237.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(23).fcs
EN668,2021-07-20T19:39:47+00:00,40.5856,-70.8856,5,5692.5,9107.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(24).fcs
EN668,2021-07-20T19:42:08+00:00,40.5883,-70.8854,5,6450,9000,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(25).fcs
EN668,2021-07-20T19:44:30+00:00,40.5909,-70.8857,5,6362.5,6432.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(26).fcs
EN668,2021-07-20T19:46:51+00:00,40.5945,-70.8873,5,8390,6545,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(27).fcs
EN668,2021-07-20T19:49:12+00:00,40.5972,-70.8875,5,11700,6500,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(28).fcs
EN668,2021-07-20T19:51:34+00:00,40.6013,-70.8875,5,13485,6582.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(29).fcs
EN668,2021-07-20T19:53:55+00:00,40.604,-70.8876,5,14095,7007.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(30).fcs
EN668,2021-07-20T19:56:17+00:00,40.6068,-70.8873,5,15367.5,7220,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(31).fcs
EN668,2021-07-20T19:58:38+00:00,40.611,-70.8871,5,16502.5,7560,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(32).fcs
EN668,2021-07-20T20:00:59+00:00,40.6137,-70.8867,5,17015,7980,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(33).fcs
EN668,2021-07-20T20:03:20+00:00,40.6165,-70.8866,5,15702.5,8235,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(34).fcs
EN668,2021-07-20T20:05:42+00:00,40.6205,-70.8862,5,16587.5,8350,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(35).fcs
EN668,2021-07-20T20:08:04+00:00,40.6231,-70.886,5,16255,7980,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(36).fcs
EN668,2021-07-20T20:10:24+00:00,40.6258,-70.8858,5,17802.5,8760,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(37).fcs
EN668,2021-07-20T20:12:46+00:00,40.6298,-70.8855,5,19712.5,9150,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(38).fcs
EN668,2021-07-20T20:15:07+00:00,40.6325,-70.8853,5,22247.5,9977.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(39).fcs
EN668,2021-07-20T20:17:28+00:00,40.6353,-70.8853,5,27135,11040,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(40).fcs
EN668,2021-07-20T20:19:50+00:00,40.6394,-70.8849,5,28922.5,11560,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(41).fcs
EN668,2021-07-20T20:22:11+00:00,40.6421,-70.8849,5,29700,11680,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(42).fcs
EN668,2021-07-20T20:24:32+00:00,40.6461,-70.8846,5,30675,12177.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(43).fcs
EN668,2021-07-20T20:26:54+00:00,40.6488,-70.8846,5,31582.5,12622.5,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(44).fcs
EN668,2021-07-20T20:29:15+00:00,40.6514,-70.8844,5,30667.5,12785,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(45).fcs
EN668,2021-07-20T20:31:37+00:00,40.6555,-70.8844,5,30395,12625,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(46).fcs
EN668,2021-07-20T20:33:58+00:00,40.6582,-70.8843,5,29527.5,12690,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(47).fcs
EN668,2021-07-20T20:36:20+00:00,40.6609,-70.8843,5,29835,12575,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(48).fcs
EN668,2021-07-20T20:38:40+00:00,40.6649,-70.8845,5,29487.5,12415,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(49).fcs
EN668,2021-07-20T20:41:02+00:00,40.6674,-70.8847,5,30332.5,12650,0.4,NESLTER_EN668_20Jul2021a(3)_Group_day0_Sample(50).fcs
EN668,2021-07-20T20:43:35+00:00,40.6714,-70.8849,5,34565,14187.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(1).fcs
EN668,2021-07-20T20:45:55+00:00,40.674,-70.8848,5,35460,15000,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(2).fcs
EN668,2021-07-20T20:48:17+00:00,40.6767,-70.8848,5,37080,15752.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(3).fcs
EN668,2021-07-20T20:50:38+00:00,40.6806,-70.8847,5,37750,16475,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(4).fcs
EN668,2021-07-20T20:52:59+00:00,40.6833,-70.8848,5,37717.5,16205,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(5).fcs
EN668,2021-07-20T20:55:21+00:00,40.6859,-70.8847,5,37390,16087.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(6).fcs
EN668,2021-07-20T20:57:42+00:00,40.6898,-70.8848,5,36772.5,14930,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(7).fcs
EN668,2021-07-20T21:00:03+00:00,40.6924,-70.8846,5,37437.5,15205,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(8).fcs
EN668,2021-07-20T21:02:25+00:00,40.6951,-70.8845,5,35512.5,14205,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(9).fcs
EN668,2021-07-20T21:04:46+00:00,40.6993,-70.8844,5,32812.5,13505,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(10).fcs
EN668,2021-07-20T21:07:07+00:00,40.702,-70.8845,5,31052.5,13175,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(11).fcs
EN668,2021-07-20T21:09:29+00:00,40.7048,-70.8845,5,30485,12887.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(12).fcs
EN668,2021-07-20T21:11:50+00:00,40.7088,-70.8843,5,27822.5,11312.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(13).fcs
EN668,2021-07-20T21:14:11+00:00,40.7115,-70.8844,5,26842.5,10860,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(14).fcs
EN668,2021-07-20T21:16:33+00:00,40.7156,-70.8844,5,26577.5,10550,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(15).fcs
EN668,2021-07-20T21:18:54+00:00,40.7183,-70.8843,5,25355,10505,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(16).fcs
EN668,2021-07-20T21:21:16+00:00,40.721,-70.8845,5,24160,10137.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(17).fcs
EN668,2021-07-20T21:23:37+00:00,40.7253,-70.8844,5,22175,9592.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(18).fcs
EN668,2021-07-20T21:25:58+00:00,40.728,-70.8845,5,21792.5,9167.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(19).fcs
EN668,2021-07-20T21:28:19+00:00,40.7307,-70.8843,5,21020,8812.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(20).fcs
EN668,2021-07-20T21:30:41+00:00,40.7347,-70.8844,5,20897.5,8875,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(21).fcs
EN668,2021-07-20T21:33:02+00:00,40.7374,-70.8842,5,21455,8725,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(22).fcs
EN668,2021-07-20T21:35:23+00:00,40.7401,-70.8842,5,20647.5,8710,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(23).fcs
EN668,2021-07-20T21:37:45+00:00,40.7443,-70.8841,5,21190,8835,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(24).fcs
EN668,2021-07-20T21:40:07+00:00,40.747,-70.8842,5,19255,8297.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(25).fcs
EN668,2021-07-20T21:42:27+00:00,40.7498,-70.8841,5,18212.5,8945,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(26).fcs
EN668,2021-07-20T21:44:49+00:00,40.7539,-70.8841,5,16760,8875,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(27).fcs
EN668,2021-07-20T21:47:11+00:00,40.7566,-70.884,5,16465,8650,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(28).fcs
EN668,2021-07-20T21:49:31+00:00,40.7606,-70.884,5,16700,8407.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(29).fcs
EN668,2021-07-20T21:51:53+00:00,40.7634,-70.8841,5,16442.5,8540,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(30).fcs
EN668,2021-07-20T21:54:15+00:00,40.7662,-70.8839,5,17040,8052.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(31).fcs
EN668,2021-07-20T21:56:35+00:00,40.7703,-70.8839,5,17787.5,8720,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(32).fcs
EN668,2021-07-20T22:01:18+00:00,40.7758,-70.8838,5,19747.5,9197.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(34).fcs
EN668,2021-07-20T22:03:39+00:00,40.7799,-70.8837,5,18090,8325,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(35).fcs
EN668,2021-07-20T22:06:01+00:00,40.7827,-70.8837,5,18682.5,8557.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(36).fcs
EN668,2021-07-20T22:08:22+00:00,40.7855,-70.8836,5,17707.5,8185,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(37).fcs
EN668,2021-07-20T22:10:43+00:00,40.7896,-70.8835,5,18235,8052.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(38).fcs
EN668,2021-07-20T22:13:05+00:00,40.7924,-70.8835,5,18365,8252.5,0.4,NESLTER_EN668_20Jul2021a(4)_Group_day0_Sample(39).fcs
EN668,2021-07-20T22:18:26+00:00,40.7992,-70.8833,5,18395,7845,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(1).fcs
EN668,2021-07-20T22:20:47+00:00,40.8034,-70.8832,5,17802.5,7770,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(2).fcs
EN668,2021-07-20T22:23:08+00:00,40.8062,-70.8831,5,17920,8037.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(3).fcs
EN668,2021-07-20T22:25:29+00:00,40.809,-70.8831,5,18972.5,7530,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(4).fcs
EN668,2021-07-20T22:27:50+00:00,40.8131,-70.8828,5,19572.5,7417.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(5).fcs
EN668,2021-07-20T22:30:12+00:00,40.8158,-70.8829,5,20275,7670,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(6).fcs
EN668,2021-07-20T22:32:33+00:00,40.8199,-70.8826,5,20822.5,6872.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(7).fcs
EN668,2021-07-20T22:34:55+00:00,40.8227,-70.8825,5,21575,6845,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(8).fcs
EN668,2021-07-20T22:37:16+00:00,40.8254,-70.8825,5,21382.5,6447.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(9).fcs
EN668,2021-07-20T22:39:37+00:00,40.8295,-70.8822,5,19467.5,6192.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(10).fcs
EN668,2021-07-20T22:41:59+00:00,40.8323,-70.8824,5,18150,5615,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(11).fcs
EN668,2021-07-20T22:44:20+00:00,40.8349,-70.8823,5,16952.5,5377.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(12).fcs
EN668,2021-07-20T22:46:41+00:00,40.8391,-70.8822,5,15737.5,5320,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(13).fcs
EN668,2021-07-20T22:49:03+00:00,40.8419,-70.8823,5,13210,4745,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(14).fcs
EN668,2021-07-20T22:51:24+00:00,40.8447,-70.8822,5,13615,4960,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(15).fcs
EN668,2021-07-20T22:53:45+00:00,40.8488,-70.8826,5,13310,4762.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(16).fcs
EN668,2021-07-20T22:56:06+00:00,40.8515,-70.8826,5,11970,4597.5,0.4,NESLTER_EN668_20Jul2021a(5)_Group_day0_Sample(17).fcs
